Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
164.0000,417.161,2081.6333,4.99
164.2000,439.849,2195.7263,4.992
164.4000,437.287,2182.062,4.99
164.6000,436.198,2174.8833,4.986
164.8000,427.293,2133.0466,4.992
165.0000,430.587,2150.3516,4.994
165.2000,430.709,2149.2378,4.99
165.4000,410.704,2050.2344,4.992
165.6000,410.094,2045.5488,4.988
165.8000,409.728,2045.3622,4.992
166.0000,410.094,2046.3689,4.99
166.2000,408.387,2038.668,4.992
166.4000,409.362,2043.5352,4.992
166.6000,409.362,2043.5352,4.992
166.8000,411.558,2053.6743,4.99
167.0000,411.802,2054.8918,4.99
167.2000,411.924,2056.3247,4.992
167.4000,411.672,2054.2432,4.99
167.6000,411.184,2052.6306,4.992
167.8000,411.306,2052.4167,4.99
168.0000,418.503,2088.3298,4.99
168.2000,410.208,2046.9379,4.99
168.4000,409.728,2044.5426,4.99
168.6000,410.094,2047.1892,4.992
168.8000,411.436,2052.2427,4.988
169.0000,409.118,2040.6807,4.988
169.2000,408.265,2036.4259,4.988
169.4000,408.509,2038.4598,4.99
169.6000,410.704,2049.4128,4.99
169.8000,409.964,2045.7202,4.99
170.0000,409.843,2045.1165,4.99
170.2000,411.192,2052.6704,4.992
170.4000,436.206,2177.5403,4.992
170.6000,437.792,2185.4578,4.992
170.8000,436.328,2177.2766,4.99
171.0000,431.571,2154.4026,4.992
171.2000,428.155,2136.4934,4.99
171.4000,428.521,2139.1768,4.992
171.6000,448.648,2238.7534,4.99
171.8000,413.395,2063.6677,4.992
172.0000,413.761,2064.6672,4.99
172.2000,409.614,2043.9739,4.99
172.4000,409.98,2045.8002,4.99
172.6000,408.76,2040.53,4.992
172.8000,409.37,2042.7562,4.99
173.0000,442.183,2210.0308,4.998
173.2000,415.591,2074.6304,4.992
173.4000,410.224,2046.1973,4.988
173.6000,427.309,2132.2717,4.99
173.8000,291.907,1457.7836,4.994
174.0000,230.057,1147.5243,4.988
174.2000,206.023,1028.0547,4.99
174.4000,395.213,1969.7417,4.984
174.6000,219.196,1093.788,4.99
174.8000,212.732,1061.5326,4.99
175.0000,205.661,1026.2483,4.99
175.2000,208.218,1039.4243,4.992
175.4000,205.413,1025.0107,4.99
175.6000,214.805,1072.7361,4.994
175.8000,205.291,1024.4021,4.99
176.0000,206.141,1029.0559,4.992
176.2000,207.117,1033.0996,4.988
176.4000,207.117,1033.5138,4.99
176.6000,205.165,1024.594,4.994
176.8000,208.214,1038.9878,4.99
177.0000,208.336,1040.4299,4.994
177.2000,206.507,1030.0569,4.988
177.4000,210.166,1048.7283,4.99
177.6000,209.678,1047.1318,4.994
