CPU Energy,CPU Model,Device ID,Duration (s),Energy (kWh),GPU Energy,GPU Model,Log Level,Measure Power Secs,Measurement Type,OS,RAM,RAM Energy,Run ID,Run Number,Script,Total Energy Consumed,Tracking Mode
3.6166830857594814e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.063748598098755,3.618958178058126e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.2750922986460855e-08,fe8d940e366c0378af518ed1b3c04a349c6a0e95fb75d77b98432ff28624c39b,1,naive_bayes_digits.py,3.618958178058126e-05,process
3.595352437761095e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.0456602573394775,3.597612909240513e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.2604714794169923e-08,fe8d940e366c0378af518ed1b3c04a349c6a0e95fb75d77b98432ff28624c39b,2,naive_bayes_digits.py,3.597612909240513e-05,process
3.606434050533507e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.055051326751709,3.6087027198361864e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.2686693026798814e-08,fe8d940e366c0378af518ed1b3c04a349c6a0e95fb75d77b98432ff28624c39b,3,naive_bayes_digits.py,3.6087027198361864e-05,process
4.0936990744537784e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.467806100845337,4.0962815665927296e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.582492138950935e-08,4aa543146347fc8cd0cc0f03f5a310a2e8c393266041bc6b0a8022ce25cf103c,1,neural_network_wine.py,4.0962815665927296e-05,process
4.101248565647337e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.47418475151062,4.1038393179096346e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.5907522622977317e-08,4aa543146347fc8cd0cc0f03f5a310a2e8c393266041bc6b0a8022ce25cf103c,2,neural_network_wine.py,4.1038393179096346e-05,process
4.0775547259383726e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.4541146755218506,4.080122723694173e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.5679977557994486e-08,4aa543146347fc8cd0cc0f03f5a310a2e8c393266041bc6b0a8022ce25cf103c,3,neural_network_wine.py,4.080122723694173e-05,process
3.334128277169334e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.8244009017944336,3.336221800950062e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0935237807293554e-08,467a42f9ba5104bc1d2efbe1413fb6c84ff946de454c97cff7e792ae5aad832c,1,pca_breast_cancer.py,3.336221800950062e-05,process
3.317526545789506e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.8103606700897217,3.319608699114902e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0821533253941503e-08,467a42f9ba5104bc1d2efbe1413fb6c84ff946de454c97cff7e792ae5aad832c,2,pca_breast_cancer.py,3.319608699114902e-05,process
3.3119923538631874e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.8056445121765137,3.31407111606583e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.078762202643247e-08,467a42f9ba5104bc1d2efbe1413fb6c84ff946de454c97cff7e792ae5aad832c,3,pca_breast_cancer.py,3.31407111606583e-05,process
5.105755627155306e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.3250625133514395,5.108983511463446e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.2278843081409535e-08,58a5609b0e7a5be6eb73c564d2cfd677a644bbb186c07400bff013fdfc711a4e,1,random_forest_digits.py,5.108983511463446e-05,process
5.086070150136947e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.308387517929076,5.089282635128058e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.2124849911099316e-08,58a5609b0e7a5be6eb73c564d2cfd677a644bbb186c07400bff013fdfc711a4e,2,random_forest_digits.py,5.089282635128058e-05,process
5.081742604573568e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.3047285079956055,5.084951643600581e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.2090390270127506e-08,58a5609b0e7a5be6eb73c564d2cfd677a644bbb186c07400bff013fdfc711a4e,3,random_forest_digits.py,5.084951643600581e-05,process
3.216267608933979e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.724552869796753,3.2182852316081236e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0176226741455145e-08,07e223f31f8f817a56e13a94551b9cb7791f576d391d7815527c8ed1df65184b,1,support_vector_iris.py,3.2182852316081236e-05,process
3.21090708176295e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.720017194747925,3.2129210047814927e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0139230185426037e-08,07e223f31f8f817a56e13a94551b9cb7791f576d391d7815527c8ed1df65184b,2,support_vector_iris.py,3.2129210047814927e-05,process
3.2118933399518335e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.720911741256714,3.213907640516311e-05,0,,warning,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.014300564477859e-08,07e223f31f8f817a56e13a94551b9cb7791f576d391d7815527c8ed1df65184b,3,support_vector_iris.py,3.213907640516311e-05,process
3.9437912073400294e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.3408205509185787,3.946271895950102e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.480688610072927e-08,e0a62a98b34b1baf624fb1d7acd8fb1073d2b6aca13ed3c133214a0e13b89266,1,ada_boost_iris.py,3.946271895950102e-05,process
3.9667186141014106e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.360285997390747,3.9692153621230664e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.4967480216560035e-08,e0a62a98b34b1baf624fb1d7acd8fb1073d2b6aca13ed3c133214a0e13b89266,2,ada_boost_iris.py,3.9692153621230664e-05,process
3.952344689104292e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.3480563163757324,3.9548322849837076e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.487595879415494e-08,e0a62a98b34b1baf624fb1d7acd8fb1073d2b6aca13ed3c133214a0e13b89266,3,ada_boost_iris.py,3.9548322849837076e-05,process
3.2918610341019104e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7886011600494385,3.293928691016245e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.067656914334747e-08,47646331fc255f14cbd584c57d439227ad9f58c41d43b8a87deea305d392b07d,1,decision_tree_wine.py,3.293928691016245e-05,process
3.295644505156411e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7917890548706055,3.2977130675537515e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0685623973406567e-08,47646331fc255f14cbd584c57d439227ad9f58c41d43b8a87deea305d392b07d,2,decision_tree_wine.py,3.2977130675537515e-05,process
3.2891398171583806e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7862865924835205,3.29120383874105e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0640215826688295e-08,47646331fc255f14cbd584c57d439227ad9f58c41d43b8a87deea305d392b07d,3,decision_tree_wine.py,3.29120383874105e-05,process
3.4462270471784804e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.919348955154419,3.448390870593559e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.163823415078999e-08,279f22053eafc61075241e0cfc4207e1f7519c758fb12c50159fed9bfc1891ce,1,k_means_clustering_iris.py,3.448390870593559e-05,process
3.41911170217726e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.8963711261749268,3.421258293812167e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.146591634906751e-08,279f22053eafc61075241e0cfc4207e1f7519c758fb12c50159fed9bfc1891ce,2,k_means_clustering_iris.py,3.421258293812167e-05,process
3.440184808439679e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.9143359661102295,3.4423453503055407e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.1605418658623423e-08,279f22053eafc61075241e0cfc4207e1f7519c758fb12c50159fed9bfc1891ce,3,k_means_clustering_iris.py,3.4423453503055407e-05,process
3.3007579048474626e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.796137571334839,3.302831644265534e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0737394180703937e-08,e6955292bfba5280a532e04d4e0099c2fcb7114de198648327c89dc7559170f4,1,linear_regression_diabetes.py,3.302831644265534e-05,process
3.26358801788754e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7646355628967285,3.265640183115178e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.052165227638625e-08,e6955292bfba5280a532e04d4e0099c2fcb7114de198648327c89dc7559170f4,2,linear_regression_diabetes.py,3.265640183115178e-05,process
3.257659210099115e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7596254348754883,3.2597071187433586e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0479086442435347e-08,e6955292bfba5280a532e04d4e0099c2fcb7114de198648327c89dc7559170f4,3,linear_regression_diabetes.py,3.2597071187433586e-05,process
5.825955470403035e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.935113191604613,5.829647583384419e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.692112981383389e-08,39197eb6eba50fb0f1d244fbbed7ab9aee878119bebd71aa669bd614daa89385,1,logistic_regression_breast_cancer.py,5.829647583384419e-05,process
5.7976545890172314e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.9111504554748535,5.8013285224274864e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.673933410254904e-08,39197eb6eba50fb0f1d244fbbed7ab9aee878119bebd71aa669bd614daa89385,2,logistic_regression_breast_cancer.py,5.8013285224274864e-05,process
5.783342023690542e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.899016857147217,5.787006594455012e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.664570764470909e-08,39197eb6eba50fb0f1d244fbbed7ab9aee878119bebd71aa669bd614daa89385,3,logistic_regression_breast_cancer.py,5.787006594455012e-05,process
3.621861785650254e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.0681262016296387,3.624142783222965e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.2809975727113853e-08,630adc1800a0766b436787d859476e064b1db6c5823a51052aff2af7164b28b3,1,naive_bayes_digits.py,3.624142783222965e-05,process
3.5789820717440724e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.0317964553833012,3.581235578446957e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.2535067028854883e-08,630adc1800a0766b436787d859476e064b1db6c5823a51052aff2af7164b28b3,2,naive_bayes_digits.py,3.581235578446957e-05,process
3.5990720159477665e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.0488181114196777,3.601338543911479e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.266527963712406e-08,630adc1800a0766b436787d859476e064b1db6c5823a51052aff2af7164b28b3,3,naive_bayes_digits.py,3.601338543911479e-05,process
4.107835160361395e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.4797661304473877,4.110427419829171e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.592259467775193e-08,b7280e6d3a94ebae20fca361eccd5d6eef43cfac06b43b81d700f2127cdcd615,1,neural_network_wine.py,4.110427419829171e-05,process
4.132093340158463e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.500359058380127,4.134703282191368e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.6099420329046554e-08,b7280e6d3a94ebae20fca361eccd5d6eef43cfac06b43b81d700f2127cdcd615,2,neural_network_wine.py,4.134703282191368e-05,process
4.126109364959929e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.4952456951141357,4.1287154758228e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.606110862870992e-08,b7280e6d3a94ebae20fca361eccd5d6eef43cfac06b43b81d700f2127cdcd615,3,neural_network_wine.py,4.1287154758228e-05,process
3.3196679419941374e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.8121583461761475,3.321757984658487e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.090042664349312e-08,31dfe04b6051b3efcda5254bc7618d58440e009b0c6c71958e570e4751ad65e2,1,pca_breast_cancer.py,3.321757984658487e-05,process
3.318763590521283e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.8113782405853267,3.3208534093964176e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0898188751345968e-08,31dfe04b6051b3efcda5254bc7618d58440e009b0c6c71958e570e4751ad65e2,2,pca_breast_cancer.py,3.3208534093964176e-05,process
3.3370102114147617e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.8268306255340576,3.3391070427059495e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.096831291188058e-08,31dfe04b6051b3efcda5254bc7618d58440e009b0c6c71958e570e4751ad65e2,3,pca_breast_cancer.py,3.3391070427059495e-05,process
5.087499154938592e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.309617042541504,5.090725301640431e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.2261467018391474e-08,e4c8f54a72d891c6bf65cb62c9568df418a32c95891d22df2c929770a6698711,1,random_forest_digits.py,5.090725301640431e-05,process
5.096560964981715e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.317272424697877,5.099791449076747e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.2304840950322017e-08,e4c8f54a72d891c6bf65cb62c9568df418a32c95891d22df2c929770a6698711,2,random_forest_digits.py,5.099791449076747e-05,process
5.088917745484247e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.310802698135377,5.092144313576184e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.2265680919370735e-08,e4c8f54a72d891c6bf65cb62c9568df418a32c95891d22df2c929770a6698711,3,random_forest_digits.py,5.092144313576184e-05,process
3.236506167385314e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7417070865631104,3.238545425332152e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0392579468383095e-08,a1ffe5a72b7d7e7bb0480454a0a9ee6d58140026901f8eb978907a56c72ecff0,1,support_vector_iris.py,3.238545425332152e-05,process
3.214170965883467e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.722773790359497,3.2161959027984555e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0249369149875442e-08,a1ffe5a72b7d7e7bb0480454a0a9ee6d58140026901f8eb978907a56c72ecff0,2,support_vector_iris.py,3.2161959027984555e-05,process
3.2312165697415666e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.737222671508789,3.233252832286449e-05,0,,error,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0362625448816135e-08,a1ffe5a72b7d7e7bb0480454a0a9ee6d58140026901f8eb978907a56c72ecff0,3,support_vector_iris.py,3.233252832286449e-05,process
3.9570555918746525e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.3521504402160645,3.959557195511416e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.5016036367636236e-08,4d728f5eec2265b3cdb71cf5a692bb5d00d757ab820f1c7d0b174bc66545f1ba,1,ada_boost_iris.py,3.959557195511416e-05,process
3.957526766591602e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.352442741394043,3.960028939121565e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.5021725299628388e-08,4d728f5eec2265b3cdb71cf5a692bb5d00d757ab820f1c7d0b174bc66545f1ba,2,ada_boost_iris.py,3.960028939121565e-05,process
3.95320541328854e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.3488500118255615,3.955704687533405e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.499274244864106e-08,4d728f5eec2265b3cdb71cf5a692bb5d00d757ab820f1c7d0b174bc66545f1ba,3,ada_boost_iris.py,3.955704687533405e-05,process
3.2917794088522596e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7885305881500244,3.293853391364061e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0739825118027966e-08,6c177d7a548b0a2139fea4e5a1a6e31f5995b72e511ecbda3a104c896a2b6354,1,decision_tree_wine.py,3.293853391364061e-05,process
3.314378344350391e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.80765962600708,3.316466638116532e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0882937661402443e-08,6c177d7a548b0a2139fea4e5a1a6e31f5995b72e511ecbda3a104c896a2b6354,2,decision_tree_wine.py,3.316466638116532e-05,process
3.3153586917453344e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.808490514755249,3.3174499401193255e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0912483739910693e-08,6c177d7a548b0a2139fea4e5a1a6e31f5995b72e511ecbda3a104c896a2b6354,3,decision_tree_wine.py,3.3174499401193255e-05,process
3.42631780438953e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.9024977684020996,3.4284803107402255e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.1625063506955175e-08,9c750b3c6e9e4642cabd2638cc275cd72da6e1a3a1049659c45f39ade2dfdc7a,1,k_means_clustering_iris.py,3.4284803107402255e-05,process
3.434173531002469e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.90913462638855,3.4363386360778036e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.1651050753348502e-08,9c750b3c6e9e4642cabd2638cc275cd72da6e1a3a1049659c45f39ade2dfdc7a,2,k_means_clustering_iris.py,3.4363386360778036e-05,process
3.4418859912289515e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.915668487548828,3.444059187512999e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.1731962840476624e-08,9c750b3c6e9e4642cabd2638cc275cd72da6e1a3a1049659c45f39ade2dfdc7a,3,k_means_clustering_iris.py,3.444059187512999e-05,process
3.258681777450774e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7604916095733643,3.260737549951087e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.055772500312969e-08,b94d2ab0143b0058a522cbaff685430453ae8f6c100c62867b5863153a2e54ae,1,linear_regression_diabetes.py,3.260737549951087e-05,process
3.270611448420419e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7705836296081543,3.272674634054135e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0631856337161024e-08,b94d2ab0143b0058a522cbaff685430453ae8f6c100c62867b5863153a2e54ae,2,linear_regression_diabetes.py,3.272674634054135e-05,process
3.2602335015932724e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.7617902755737305,3.2622901800347485e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0566784414768336e-08,b94d2ab0143b0058a522cbaff685430453ae8f6c100c62867b5863153a2e54ae,3,linear_regression_diabetes.py,3.2622901800347485e-05,process
5.760553942786322e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.879719972610474,5.764216985031743e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.6630422454209116e-08,fd7a12405f140e7e3227ae75af4145ec1790d084c9c73c95241725f107ba42a2,1,logistic_regression_breast_cancer.py,5.764216985031743e-05,process
5.8975306815571264e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.995737075805664,5.9012822352040905e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.751553646964112e-08,fd7a12405f140e7e3227ae75af4145ec1790d084c9c73c95241725f107ba42a2,2,logistic_regression_breast_cancer.py,5.9012822352040905e-05,process
5.778486728668214e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.894908666610718,5.782161780363538e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.6750516953247816e-08,fd7a12405f140e7e3227ae75af4145ec1790d084c9c73c95241725f107ba42a2,3,logistic_regression_breast_cancer.py,5.782161780363538e-05,process
3.625187873840332e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.0709335803985596,3.627479686512894e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.2918126725623252e-08,31ee22df7323700799925f12300a605419db230bd9793f8a6d8b0cb184d842dc,1,naive_bayes_digits.py,3.627479686512894e-05,process
3.599651273753908e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.049302101135254,3.6019279383746595e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.2766646207514897e-08,31ee22df7323700799925f12300a605419db230bd9793f8a6d8b0cb184d842dc,2,naive_bayes_digits.py,3.6019279383746595e-05,process
3.59407514333725e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.044590473175049,3.5963481320884795e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.272988751229832e-08,31ee22df7323700799925f12300a605419db230bd9793f8a6d8b0cb184d842dc,3,naive_bayes_digits.py,3.5963481320884795e-05,process
4.113949173026615e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.4849538803100586,4.116554684416972e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.6055113903566964e-08,858e70091bdd8b16bd44c41bf0abce91b4e8aac03d1c040093c417e0086de3ea,1,neural_network_wine.py,4.116554684416972e-05,process
4.1276503933800595e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.4965484142303467,4.130266989288026e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.6165959079662573e-08,858e70091bdd8b16bd44c41bf0abce91b4e8aac03d1c040093c417e0086de3ea,2,neural_network_wine.py,4.130266989288026e-05,process
4.095469779438443e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,3.4692990779876713,4.098065537126584e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.595757688141021e-08,858e70091bdd8b16bd44c41bf0abce91b4e8aac03d1c040093c417e0086de3ea,3,neural_network_wine.py,4.098065537126584e-05,process
3.331784225172467e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.822413921356201,3.33388414670915e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.0999215366828142e-08,2b6fd5f5e7517046bc19f68355c8b4cf1a080fd7e14d8a78050bea9c9dc365eb,1,pca_breast_cancer.py,3.33388414670915e-05,process
3.324282301796808e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.8160481452941895,3.326382397083358e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.1000952865506407e-08,2b6fd5f5e7517046bc19f68355c8b4cf1a080fd7e14d8a78050bea9c9dc365eb,2,pca_breast_cancer.py,3.326382397083358e-05,process
3.326068768898646e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,2.817560911178589,3.3281690962136664e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,2.1003273150199678e-08,2b6fd5f5e7517046bc19f68355c8b4cf1a080fd7e14d8a78050bea9c9dc365eb,3,pca_breast_cancer.py,3.3281690962136664e-05,process
5.0949450665050094e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.315927743911743,5.098182963343991e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.2378968389821236e-08,5e026c8ef072f5f181c5dfeba3fc5c08aa02f15028699939b04a51a5d06bda10,1,random_forest_digits.py,5.098182963343991e-05,process
5.094339913792081e-05,ARMv8 Processor rev 1 (v8l),Jetson Nano,4.3153910636901855,5.097579543472655e-05,0,,critical,5,CC,Linux-4.9.337-tegra-aarch64-with-Ubuntu-18.04-bionic,3.8709793090820312,3.2396296805738234e-08,5e026c8ef072f5f181c5dfeba3fc5c08aa02f15028699939b04a51a5d06bda10,2,random_forest_digits.py,5.097579543472655e-05,process
