Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
0.0000,410.491,2049.1711,4.992
0.0200,410.979,2051.6072,4.992
0.0400,410.491,2049.1711,4.992
0.0600,410.369,2048.562,4.992
0.0800,410.247,2048.7734,4.994
0.1000,411.833,2055.8704,4.992
0.1200,408.905,2041.2538,4.992
0.1400,419.03,2091.7979,4.992
0.1600,409.637,2044.908,4.992
0.1800,412.687,2060.959,4.994
0.2000,409.027,2041.8629,4.992
0.2200,412.809,2062.3936,4.996
0.2400,535.53,2673.366,4.992
0.2600,533.456,2660.8784,4.988
0.2800,533.7,2665.2979,4.994
0.3000,533.578,2662.5542,4.99
0.3200,533.7,2666.3652,4.996
0.3400,430.497,2150.7629,4.996
0.3600,409.264,2043.8644,4.994
0.3800,410.24,2047.9181,4.992
0.4000,410.605,2050.5615,4.994
0.4200,409.874,2046.0911,4.992
0.4400,411.581,2054.6123,4.992
0.4600,409.752,2046.3015,4.994
0.4800,410.605,2049.7402,4.992
0.5000,408.898,2041.2189,4.992
0.5200,411.093,2052.1763,4.992
0.5400,409.874,2046.9106,4.994
0.5600,411.581,2055.4355,4.994
0.5800,410.483,2049.9521,4.994
0.6000,415.607,2073.8789,4.99
0.6200,409.63,2044.873,4.992
0.6400,413.167,2062.5298,4.992
0.6600,412.923,2061.3118,4.992
0.6800,414.509,2069.229,4.992
0.7000,409.874,2046.0911,4.992
0.7200,412.069,2057.8726,4.994
0.7400,408.654,2040.0007,4.992
0.7600,411.947,2055.6155,4.99
0.7800,409.874,2046.0911,4.992
0.8000,414.021,2067.6208,4.994
0.8200,408.654,2040.0007,4.992
0.8400,412.069,2057.8726,4.994
0.8600,409.378,2044.4337,4.994
0.8800,411.33,2053.3594,4.992
0.9000,409.622,2044.8331,4.992
0.9200,420.6,2101.3176,4.996
0.9400,409.134,2043.2152,4.994
0.9600,410.11,2048.0894,4.994
0.9800,410.354,2049.3079,4.994
1.0000,411.208,2053.5728,4.994
1.0200,411.33,2052.5366,4.99
1.0400,409.744,2045.442,4.992
1.0600,410.842,2051.7449,4.994
1.0800,409.622,2045.6523,4.994
1.1000,412.557,2060.3096,4.994
1.1200,408.776,2040.6099,4.992
1.1400,413.899,2066.1838,4.992
1.1600,410.361,2049.3428,4.994
1.1800,414.631,2069.8381,4.992
1.2000,409.874,2046.0911,4.992
1.2200,412.191,2057.6575,4.992
1.2400,411.337,2053.3943,4.992
1.2600,413.167,2063.356,4.994
1.2800,409.752,2046.3015,4.994
1.3000,413.289,2065.6184,4.998
1.3200,408.898,2042.0366,4.994
1.3400,413.289,2063.9653,4.994
1.3600,409.134,2042.397,4.992
1.3800,412.671,2060.8789,4.994
1.4000,408.89,2041.9967,4.994
1.4200,411.818,2056.6191,4.994
1.4400,409.134,2040.7604,4.988
1.4600,412.062,2057.0137,4.992
1.4800,408.158,2036.7083,4.99
1.5000,410.11,2048.0894,4.994
1.5200,409.012,2041.788,4.992
1.5400,411.086,2052.9634,4.994
1.5600,408.402,2038.7429,4.992
1.5800,546,2721.2642,4.984
1.6000,455.366,2275.0085,4.996
1.6200,410.232,2048.6985,4.994
1.6400,413.525,2065.1438,4.994
1.6600,410.232,2047.8782,4.992
1.6800,413.159,2063.3159,4.994
1.7000,411.33,2053.3594,4.992
1.7200,411.94,2056.4045,4.992
1.7400,409.5,2045.043,4.994
1.7600,411.818,2056.6191,4.994
1.7800,409.866,2045.2312,4.99
1.8000,412.671,2060.0537,4.992
1.8200,408.524,2040.1688,4.994
1.8400,412.062,2058.6616,4.996
1.8600,411.078,2051.2791,4.99
1.8800,410.468,2049.0562,4.992
1.9000,412.42,2059.6255,4.994
1.9200,413.639,2064.886,4.992
1.9400,411.444,2053.1055,4.99
1.9600,410.224,2047.0177,4.99
1.9800,411.932,2058.0122,4.996
2.0000,411.322,2053.3193,4.992
2.0200,412.42,2058.8008,4.992
2.0400,410.224,2047.8383,4.992
2.0600,412.054,2056.9736,4.992
2.0800,413.395,2063.6677,4.992
2.1000,411.932,2057.1885,4.994
2.1200,409.37,2044.3938,4.994
2.1400,412.664,2060.844,4.994
2.1600,409.37,2043.5751,4.992
2.1800,412.054,2057.7976,4.994
2.2000,409.248,2042.9659,4.992
2.2200,414.615,2070.5872,4.994
2.2400,408.638,2039.9209,4.992
2.2600,568.678,2836.5657,4.988
2.2800,410.346,2050.0886,4.996
2.3000,411.322,2054.1421,4.994
2.3200,427.057,2131.8687,4.992
2.3400,427.057,2131.8687,4.992
2.3600,410.086,2046.329,4.99
2.3800,413.258,2064.637,4.996
2.4000,409.721,2046.1467,4.994
2.4200,413.258,2063.8103,4.994
2.4400,410.696,2050.1946,4.992
2.4600,412.77,2062.1987,4.996
2.4800,409.964,2047.3601,4.994
2.5000,413.868,2066.8569,4.994
2.5200,410.452,2048.9763,4.992
2.5400,413.258,2064.637,4.996
2.5600,410.574,2050.4065,4.994
2.5800,412.648,2061.5894,4.996
2.6000,410.696,2049.373,4.99
2.6200,412.404,2059.5454,4.994
2.6400,409.355,2044.3188,4.994
2.6600,427.285,2133.0068,4.992
2.6800,424.114,2117.1772,4.992
2.7000,435.946,2177.1143,4.994
2.7200,420.211,2099.374,4.996
2.7400,420.576,2100.3564,4.994
2.7600,413.502,2065.0291,4.994
2.7800,409.233,2042.0726,4.99
2.8000,413.502,2065.0291,4.994
2.8200,409.599,2045.5374,4.994
2.8400,422.162,2107.4326,4.992
2.8600,411.42,2054.6316,4.994
2.8800,411.054,2051.9814,4.992
2.9000,415.933,2076.3376,4.992
2.9200,422.764,2111.2834,4.994
2.9400,412.152,2057.4629,4.992
2.9600,411.298,2054.0222,4.994
2.9800,415.568,2074.5154,4.992
3.0000,410.567,2050.3716,4.994
3.0200,412.274,2059.7207,4.996
3.0400,410.323,2048.3325,4.992
3.0600,412.518,2060.9399,4.996
3.0800,409.835,2045.0765,4.99
3.1000,413.982,2067.426,4.994
3.1200,409.591,2045.4974,4.994
3.1400,413.616,2064.771,4.992
3.1600,410.567,2049.5505,4.992
3.1800,412.03,2057.6777,4.994
3.2000,411.42,2052.9858,4.99
3.2200,413.006,2061.7261,4.992
3.2400,409.469,2042.4313,4.988
3.2600,412.762,2060.5078,4.992
3.2800,409.835,2045.0765,4.99
3.3000,411.908,2056.2446,4.992
3.3200,409.591,2043.859,4.99
3.3400,412.274,2058.0718,4.992
3.3600,413.242,2062.9041,4.992
3.3800,411.901,2056.21,4.992
3.4000,409.095,2043.0204,4.994
3.4200,410.071,2047.0746,4.992
3.4400,410.071,2047.0746,4.992
3.4600,411.413,2054.5964,4.994
3.4800,410.071,2046.2543,4.99
3.5000,410.925,2052.1594,4.994
3.5200,410.437,2048.0806,4.99
3.5400,413.73,2065.3403,4.992
3.5600,410.193,2049.3242,4.996
3.5800,411.169,2051.7332,4.99
3.6000,410.803,2050.7288,4.992
3.6200,411.908,2056.2446,4.992
3.6400,413.738,2066.2075,4.994
3.6600,409.835,2045.8964,4.992
3.6800,413.006,2061.7261,4.992
3.7000,410.567,2048.7292,4.99
3.7200,414.226,2067.8164,4.992
3.7400,411.542,2053.5945,4.99
3.7600,413.616,2064.771,4.992
3.7800,411.42,2053.8088,4.992
3.8000,414.104,2067.2073,4.992
3.8200,408.737,2041.2325,4.994
3.8400,413.494,2065.8159,4.996
3.8600,410.071,2046.2543,4.99
3.8800,414.218,2069.4331,4.996
3.9000,408.851,2040.9843,4.992
3.9200,412.266,2058.032,4.992
3.9400,409.583,2043.8191,4.99
3.9600,412.388,2057.8159,4.99
3.9800,409.705,2046.0667,4.994
4.0000,411.413,2055.4192,4.996
4.0200,409.583,2043,4.988
4.0400,412.144,2057.4229,4.992
4.0600,409.705,2046.886,4.996
4.0800,411.657,2054.9919,4.992
4.1000,410.925,2051.3376,4.992
4.1200,411.535,2055.2058,4.994
4.1400,411.535,2054.3828,4.992
4.1600,411.047,2052.7688,4.994
4.1800,412.388,2057.8159,4.99
4.2000,409.705,2046.0667,4.994
4.2200,412.388,2058.6409,4.992
4.2400,410.559,2049.5105,4.992
4.2600,496.305,2475.5693,4.988
4.2800,534.239,2665.8525,4.99
4.3000,534.971,2671.6453,4.994
4.3200,533.385,2661.5911,4.99
4.3400,533.995,2666.771,4.994
4.3600,534.097,2667.2803,4.994
4.3800,411.275,2054.7297,4.996
4.4000,410.909,2052.9014,4.996
4.4200,411.031,2052.6887,4.994
4.4400,411.031,2052.6887,4.994
4.4600,411.031,2052.6887,4.994
4.4800,411.641,2054.9119,4.992
4.5000,411.519,2054.303,4.992
4.5200,410.421,2048.8215,4.992
4.5400,411.031,2051.0447,4.99
4.5600,411.275,2053.9072,4.994
4.5800,411.641,2054.0884,4.99
4.6000,411.519,2055.949,4.996
4.6200,412.609,2059.7441,4.992
4.6400,427.611,2135.4893,4.994
4.6600,409.682,2045.1326,4.992
4.6800,413.585,2066.2705,4.996
4.7000,410.901,2051.2178,4.992
4.7200,412.975,2062.3972,4.994
4.7400,410.048,2047.7797,4.994
4.7600,413.951,2067.2712,4.994
4.7800,409.56,2044.5236,4.992
4.8000,413.097,2063.0063,4.994
4.8200,409.926,2045.5306,4.99
4.8400,413.829,2066.6621,4.994
4.8600,410.665,2050.8611,4.994
4.8800,412.251,2058.7815,4.994
4.9000,409.811,2045.7766,4.992
4.9200,412.983,2062.437,4.994
4.9400,409.69,2044.353,4.99
4.9600,411.275,2053.9072,4.994
4.9800,409.446,2043.9546,4.992
5.0000,412.251,2057.957,4.992
5.0200,419.935,2096.3154,4.992
5.0400,412.617,2060.6094,4.994
5.0600,416.642,2079.877,4.992
5.0800,411.519,2055.949,4.996
5.1000,409.933,2046.3856,4.992
5.1200,412.259,2058.8215,4.994
5.1400,412.381,2059.4307,4.994
5.1600,410.917,2050.4756,4.99
5.1800,411.283,2053.9473,4.994
5.2000,417.503,2084.175,4.992
5.2200,413.234,2063.6907,4.994
5.2400,411.771,2055.5608,4.992
5.2600,412.259,2059.646,4.996
5.2800,410.307,2047.4319,4.99
5.3000,412.625,2061.4744,4.996
5.3200,409.941,2046.4255,4.992
5.3400,412.747,2061.2585,4.994
5.3600,409.697,2044.3879,4.99
5.3800,413.356,2064.2998,4.994
5.4000,409.697,2044.3879,4.99
5.4200,414.21,2069.3931,4.996
5.4400,410.185,2046.823,4.99
5.4600,427.261,2132.887,4.992
5.4800,410.063,2047.0344,4.992
5.5000,413.6,2064.6912,4.992
5.5200,409.819,2046.6361,4.994
5.5400,419.821,2096.5862,4.994
5.5600,410.551,2049.4707,4.992
5.5800,413.234,2063.6907,4.994
5.6000,409.331,2042.5615,4.99
5.6200,412.381,2060.2554,4.996
5.6400,409.087,2042.1624,4.992
5.6600,412.381,2059.4307,4.994
5.6800,409.941,2045.6056,4.99
5.7000,412.868,2061.8628,4.994
5.7200,409.331,2042.5615,4.99
5.7400,412.381,2059.4307,4.994
5.7600,408.721,2041.1527,4.994
5.7800,411.405,2053.7339,4.992
5.8000,409.819,2046.6361,4.994
5.8200,412.503,2060.04,4.994
5.8400,413.722,2066.1277,4.994
5.8600,411.649,2055.7749,4.994
5.8800,412.137,2058.2122,4.994
5.9000,410.551,2050.2917,4.994
5.9200,412.868,2060.2112,4.99
5.9400,410.551,2049.4707,4.992
5.9600,412.503,2059.2151,4.992
5.9800,411.039,2053.5508,4.996
6.0000,412.625,2060.6492,4.994
6.0200,411.649,2054.9519,4.992
6.0400,412.99,2060.8201,4.99
6.0600,414.82,2070.7815,4.992
6.0800,425.797,2125.5786,4.992
6.1000,410.551,2049.4707,4.992
6.1200,413.234,2062.8643,4.992
6.1400,409.209,2044.4082,4.996
6.1600,413.356,2063.4731,4.992
6.1800,409.331,2043.3804,4.992
6.2000,413.844,2066.7368,4.994
6.2200,409.209,2041.1345,4.988
6.2400,413.356,2064.2998,4.994
6.2600,410.429,2048.0405,4.99
6.2800,534.107,2661.9893,4.984
6.3000,535.083,2670.064,4.99
6.3200,533.497,2664.2839,4.994
6.3400,534.961,2671.5952,4.994
6.3600,533.497,2665.3511,4.996
6.3800,455.192,2275.0496,4.998
6.4000,410.429,2048.8616,4.992
6.4200,413.722,2066.1277,4.994
6.4400,410.795,2050.6887,4.992
6.4600,413.6,2065.5183,4.994
6.4800,410.673,2050.9009,4.994
6.5000,413.722,2066.1277,4.994
6.5200,410.551,2049.4707,4.992
6.5400,413.478,2064.0823,4.992
6.5600,410.185,2046.823,4.99
6.5800,416.04,2076.8718,4.992
6.6000,410.429,2048.8616,4.992
6.6200,413.6,2064.6912,4.992
6.6400,410.551,2050.2917,4.994
6.6600,413.844,2066.7368,4.994
6.6800,409.697,2045.2074,4.992
6.7000,413.6,2065.5183,4.994
6.7200,410.185,2047.6436,4.992
6.7400,412.259,2058.8215,4.994
6.7600,409.575,2043.7792,4.99
6.7800,413.478,2064.9092,4.994
6.8000,409.941,2045.6056,4.99
6.8200,413.722,2066.1277,4.994
6.8400,409.697,2044.3879,4.99
6.8600,412.495,2059.175,4.992
6.8800,410.055,2047.8146,4.994
6.9000,411.641,2055.7351,4.994
6.9200,426.521,2129.1929,4.992
6.9400,411.153,2053.2981,4.994
6.9600,409.811,2045.7766,4.992
6.9800,412.129,2058.1721,4.994
7.0000,409.69,2045.9918,4.994
7.0200,411.763,2056.3445,4.994
7.0400,411.397,2053.6938,4.992
7.0600,411.031,2051.8669,4.992
7.0800,409.69,2045.1725,4.992
7.1000,412.983,2062.437,4.994
7.1200,414.08,2068.7437,4.996
7.1400,411.885,2056.9536,4.994
7.1600,414.08,2067.9155,4.994
7.1800,409.811,2046.5962,4.994
7.2000,417.252,2082.9221,4.992
7.2200,410.909,2049.614,4.988
7.2400,413.714,2066.915,4.996
7.2600,410.177,2046.7832,4.99
7.2800,413.592,2064.6514,4.992
7.3000,411.641,2055.7351,4.994
7.3200,413.227,2063.6555,4.994
7.3400,410.421,2048.0007,4.99
7.3600,412.868,2061.8628,4.994
7.3800,410.185,2048.4639,4.994
7.4000,413.234,2062.8643,4.992
7.4200,409.453,2043.1704,4.99
7.4400,412.625,2061.4744,4.996
7.4600,409.453,2042.3516,4.988
7.4800,412.503,2060.8647,4.996
7.5000,426.529,2127.5266,4.988
7.5200,412.868,2061.8628,4.994
7.5400,409.331,2042.5615,4.99
7.5600,413.234,2063.6907,4.994
7.5800,410.551,2049.4707,4.992
7.6000,412.747,2060.4331,4.992
7.6200,410.673,2050.0796,4.992
7.6400,411.649,2054.9519,4.992
7.6600,409.697,2046.0267,4.994
7.6800,411.405,2053.7339,4.992
7.7000,410.185,2047.6436,4.992
7.7200,418.723,2091.1025,4.994
7.7400,410.429,2049.6824,4.994
7.7600,417.991,2086.6111,4.992
7.7800,410.673,2050.9009,4.994
7.8000,412.015,2056.7791,4.992
7.8200,410.917,2052.1194,4.994
7.8400,416.772,2080.5259,4.992
7.8600,412.381,2060.2554,4.996
7.8800,409.941,2046.4255,4.992
7.9000,413.234,2062.8643,4.992
7.9200,412.259,2057.9971,4.992
7.9400,414.21,2068.5647,4.994
7.9600,410.795,2050.6887,4.992
7.9800,420.675,2100.8508,4.994
8.0000,410.185,2048.4639,4.994
8.0200,413.478,2064.9092,4.994
8.0400,411.039,2052.7288,4.994
8.0600,413.234,2063.6907,4.994
8.0800,410.307,2047.4319,4.99
8.1000,413.6,2065.5183,4.994
8.1200,409.331,2042.5615,4.99
8.1400,417.503,2085.01,4.994
8.1600,410.551,2049.4707,4.992
8.1800,413.356,2064.2998,4.994
8.2000,411.161,2052.5159,4.992
8.2200,412.868,2061.0371,4.992
8.2400,414.942,2070.5603,4.99
8.2600,412.747,2061.2585,4.994
8.2800,410.551,2049.4707,4.992
8.3000,535.814,2673.7119,4.99
8.3200,535.083,2670.064,4.99
8.3400,533.497,2660.0161,4.986
8.3600,534.463,2666.9702,4.99
8.3800,543,2710.656,4.992
8.4000,411.519,2056.772,4.998
8.4200,411.031,2052.6887,4.994
8.4400,411.397,2052.8708,4.99
8.4600,411.275,2053.0847,4.992
8.4800,429.814,2146.491,4.994
8.5000,547.879,2732.8206,4.988
8.5200,414.08,2069.5718,4.998
8.5400,410.665,2050.0398,4.992
8.5600,413.349,2064.2649,4.994
8.5800,411.397,2053.6938,4.992
8.6000,413.105,2062.2202,4.992
8.6200,412.503,2058.3899,4.99
8.6400,410.307,2049.0732,4.994
8.6600,412.868,2061.8628,4.994
8.6800,411.527,2054.3428,4.992
8.7000,413.722,2066.9551,4.996
8.7200,412.137,2056.5635,4.99
8.7400,413.112,2063.9075,4.996
8.7600,414.454,2068.1255,4.99
8.7800,414.454,2069.7832,4.994
8.8000,411.649,2054.9519,4.992
8.8200,413.234,2062.8643,4.992
8.8400,410.673,2050.0796,4.992
8.8600,415.308,2074.0481,4.994
8.8800,411.405,2052.9109,4.99
8.9000,413.234,2062.8643,4.992
8.9200,410.063,2046.2142,4.99
8.9400,413.722,2065.3003,4.992
8.9600,410.307,2048.2527,4.992
8.9800,412.625,2060.6492,4.994
9.0000,410.795,2049.8669,4.99
9.0200,413.112,2063.0813,4.994
9.0400,409.819,2046.6361,4.994
9.0600,412.503,2059.2151,4.992
9.0800,409.331,2044.199,4.994
9.1000,412.99,2062.4719,4.994
9.1200,411.893,2056.9937,4.994
9.1400,412.015,2055.9548,4.99
9.1600,410.063,2047.0344,4.992
9.1800,412.015,2055.9548,4.99
9.2000,411.039,2053.5508,4.996
9.2200,412.503,2059.2151,4.992
9.2400,412.015,2058.427,4.996
9.2600,411.771,2055.5608,4.992
9.2800,412.868,2062.6885,4.996
9.3000,414.942,2070.5603,4.99
9.3200,411.771,2056.3843,4.994
9.3400,411.405,2053.7339,4.992
9.3600,415.308,2073.2175,4.992
9.3800,410.551,2049.4707,4.992
9.4000,413.966,2067.3462,4.994
9.4200,414.454,2068.9543,4.992
9.4400,414.698,2071.0017,4.994
9.4600,409.819,2045.8165,4.992
9.4800,415.918,2077.0945,4.994
9.5000,412.015,2056.7791,4.992
9.5200,413.478,2064.9092,4.994
9.5400,414.698,2070.1724,4.992
9.5600,413.356,2064.2998,4.994
9.5800,410.551,2050.2917,4.994
9.6000,417.137,2083.1821,4.994
9.6200,409.697,2046.0267,4.994
9.6400,412.868,2061.0371,4.992
9.6600,409.697,2045.2074,4.992
9.6800,425.919,2126.1877,4.992
9.7000,419.577,2094.5283,4.992
9.7200,418.845,2091.7119,4.994
9.7400,420.553,2099.4006,4.992
9.7600,417.015,2081.739,4.992
9.7800,412.503,2060.04,4.994
9.8000,411.405,2053.7339,4.992
9.8200,412.99,2062.4719,4.994
9.8400,409.941,2047.2454,4.994
9.8600,411.527,2055.1658,4.994
9.8800,428.237,2137.759,4.992
9.9000,428.237,2137.759,4.992
9.9200,413.478,2064.9092,4.994
9.9400,411.283,2053.1248,4.992
9.9600,414.21,2067.7363,4.992
9.9800,411.649,2054.9519,4.992
10.0000,412.503,2060.04,4.994
10.0200,410.795,2051.5103,4.994
10.0400,412.868,2061.0371,4.992
10.0600,411.527,2053.5198,4.99
10.0800,413.478,2066.563,4.998
10.1000,411.039,2051.9067,4.992
10.1200,412.868,2062.6885,4.996
10.1400,410.795,2049.8669,4.99
10.1600,414.088,2067.1274,4.992
10.1800,410.551,2049.4707,4.992
10.2000,412.99,2063.2979,4.996
10.2200,410.307,2047.4319,4.99
10.2400,412.259,2059.646,4.996
10.2600,410.307,2047.4319,4.99
10.2800,419.943,2097.1953,4.994
10.3000,543.986,2711.2266,4.984
10.3200,419.943,2096.3555,4.992
10.3400,420.675,2100.8508,4.994
10.3600,413.844,2066.7368,4.994
10.3800,410.795,2050.6887,4.992
10.4000,412.747,2062.084,4.996
10.4200,415.308,2071.5564,4.988
10.4400,419.699,2095.9768,4.994
10.4600,409.941,2045.6056,4.99
10.4800,414.332,2070.0027,4.996
10.5000,410.917,2052.1194,4.994
10.5200,426.285,2129.7197,4.996
10.5400,410.185,2047.6436,4.992
10.5600,413.6,2064.6912,4.992
10.5800,410.429,2049.6824,4.994
10.6000,413.844,2066.7368,4.994
10.6200,409.339,2043.4203,4.992
10.6400,412.144,2059.0713,4.996
10.6600,410.315,2048.2925,4.992
10.6800,412.876,2061.9028,4.994
10.7000,409.339,2044.2389,4.994
10.7200,412.632,2059.8589,4.992
10.7400,409.705,2046.886,4.996
10.7600,411.657,2055.8152,4.994
10.7800,409.217,2042.8114,4.992
10.8000,412.266,2059.6809,4.996
10.8200,409.461,2044.0293,4.992
10.8400,412.876,2062.7285,4.996
10.8600,411.413,2054.5964,4.994
10.8800,411.657,2054.1685,4.99
10.9000,410.559,2050.3315,4.994
10.9200,411.901,2055.386,4.99
10.9400,415.926,2077.1345,4.994
10.9600,411.047,2052.7688,4.994
10.9800,411.413,2053.7737,4.992
11.0000,411.291,2052.342,4.99
11.0200,411.657,2056.6384,4.996
11.0400,412.022,2055.9897,4.99
11.0600,411.901,2056.21,4.992
11.0800,414.462,2070.6521,4.996
11.1000,413.12,2063.1213,4.994
11.1200,410.437,2050.5432,4.996
11.1400,412.754,2061.2935,4.994
11.1600,409.949,2047.2853,4.994
11.1800,413.12,2062.2952,4.992
11.2000,410.071,2047.0746,4.992
11.2200,413.242,2062.9041,4.992
11.2400,410.681,2050.1196,4.992
11.2600,413.486,2064.1221,4.992
11.2800,422.634,2109.7891,4.992
11.3000,416.048,2077.7437,4.994
11.3200,410.315,2047.4718,4.99
11.3400,413.364,2064.3398,4.994
11.3600,410.559,2048.6892,4.99
11.3800,411.779,2054.7771,4.99
11.4000,409.339,2043.4203,4.992
11.4200,412.388,2059.4656,4.994
11.4400,409.827,2045.0366,4.99
11.4600,415.682,2075.916,4.994
11.4800,409.705,2044.4277,4.99
11.5000,412.144,2058.2471,4.994
11.5200,409.461,2044.8483,4.994
11.5400,411.535,2056.0288,4.996
11.5600,408.851,2040.9843,4.992
11.5800,412.51,2059.25,4.992
11.6000,408.729,2040.3752,4.992
11.6200,411.291,2053.1646,4.992
11.6400,411.779,2055.6008,4.992
11.6600,411.657,2055.8152,4.994
11.6800,411.535,2053.5596,4.99
11.7000,411.779,2055.6008,4.992
11.7200,411.047,2051.1245,4.99
11.7400,411.779,2055.6008,4.992
11.7600,413.12,2061.4688,4.99
11.7800,411.291,2053.1646,4.992
11.8000,410.681,2051.7622,4.996
11.8200,411.291,2052.342,4.99
11.8400,411.535,2054.3828,4.992
11.8600,410.559,2049.5105,4.992
11.8800,412.876,2062.7285,4.996
11.9000,410.559,2049.5105,4.992
11.9200,413.608,2065.5583,4.994
11.9400,409.583,2044.6384,4.992
11.9600,413.486,2065.7759,4.996
11.9800,411.779,2057.2478,4.996
12.0000,413.242,2063.7305,4.994
12.0200,410.315,2048.2925,4.992
12.0400,413.73,2064.5127,4.99
12.0600,410.925,2052.1594,4.994
12.0800,413.242,2063.7305,4.994
12.1000,410.071,2047.0746,4.992
12.1200,412.137,2058.2122,4.994
12.1400,410.063,2046.2142,4.99
12.1600,414.088,2067.9556,4.994
12.1800,409.941,2045.6056,4.99
12.2000,413.844,2067.5645,4.996
12.2200,409.453,2043.9894,4.992
12.2400,413.112,2062.2551,4.992
12.2600,410.795,2050.6887,4.992
12.2800,412.625,2060.6492,4.994
12.3000,409.941,2046.4255,4.992
12.3200,533.985,2663.5171,4.988
12.3400,536.302,2677.2197,4.992
12.3600,437.628,2186.3894,4.996
12.3800,413.356,2065.1265,4.996
12.4000,410.673,2050.0796,4.992
12.4200,413.478,2065.7361,4.996
12.4400,409.697,2045.2074,4.992
12.4600,414.698,2070.1724,4.992
12.4800,409.819,2045.8165,4.992
12.5000,425.797,2124.7268,4.99
12.5200,424.456,2118.0354,4.99
12.5400,414.088,2067.9556,4.994
12.5600,410.307,2048.2527,4.992
12.5800,413.6,2065.5183,4.994
12.6000,426.773,2130.4509,4.992
12.6200,412.022,2056.814,4.992
12.6400,409.339,2044.2389,4.994
12.6600,411.047,2051.9465,4.992
12.6800,410.071,2047.0746,4.992
12.7000,412.388,2059.4656,4.994
12.7200,409.339,2042.6014,4.99
12.7400,426.049,2126.8367,4.992
12.7600,410.315,2048.2925,4.992
12.7800,411.047,2052.7688,4.994
12.8000,409.705,2045.2473,4.992
12.8200,424.342,2118.3154,4.992
12.8400,409.583,2044.6384,4.992
12.8600,410.925,2052.9812,4.996
12.8800,411.047,2051.9465,4.992
12.9000,421.78,2106.3694,4.994
12.9200,411.535,2055.2058,4.994
12.9400,411.657,2054.9919,4.992
12.9600,412.388,2059.4656,4.994
12.9800,411.291,2053.1646,4.992
13.0000,414.95,2072.2603,4.994
13.0200,411.779,2056.4243,4.994
13.0400,415.438,2074.6973,4.994
13.0600,410.925,2052.1594,4.994
13.0800,413.486,2065.7759,4.996
13.1000,410.559,2050.3315,4.994
13.1200,421.17,2102.4807,4.992
13.1400,410.315,2047.4718,4.99
13.1600,414.462,2068.1653,4.99
13.1800,410.315,2048.2925,4.992
13.2000,413.242,2063.7305,4.994
13.2200,410.437,2048.0806,4.99
13.2400,415.682,2075.0847,4.992
13.2600,410.681,2049.2981,4.99
13.2800,414.096,2067.9954,4.994
13.3000,409.827,2045.8564,4.992
13.3200,413.608,2064.7312,4.992
13.3400,409.705,2044.4277,4.99
13.3600,440.198,2197.4685,4.992
13.3800,739.397,3679.2393,4.976
13.4000,542.655,2710.0193,4.994
13.4200,426.659,2134.1482,5.002
13.4400,409.949,2047.2853,4.994
13.4600,412.022,2058.4619,4.996
13.4800,409.461,2043.2103,4.99
13.5000,413.364,2064.3398,4.994
13.5200,409.949,2045.6454,4.99
13.5400,415.56,2074.4756,4.992
13.5600,409.339,2044.2389,4.994
13.5800,412.998,2062.512,4.994
13.6000,410.559,2049.5105,4.992
13.6200,411.771,2056.3843,4.994
13.6400,416.406,2079.5315,4.994
13.6600,411.039,2051.9067,4.992
13.6800,412.381,2058.606,4.992
13.7000,410.673,2050.0796,4.992
13.7200,411.527,2054.3428,4.992
13.7400,411.283,2053.1248,4.992
13.7600,411.405,2053.7339,4.992
13.7800,410.917,2050.4756,4.99
13.8000,412.015,2056.7791,4.992
13.8200,411.649,2055.7749,4.994
13.8400,410.795,2052.3318,4.996
13.8600,411.405,2052.9109,4.99
13.8800,413.722,2065.3003,4.992
13.9000,425.797,2124.7268,4.99
13.9200,413.844,2066.7368,4.994
13.9400,409.575,2045.4176,4.994
13.9600,414.454,2068.9543,4.992
13.9800,410.551,2049.4707,4.992
14.0000,413.6,2066.3455,4.996
14.0200,411.771,2054.7371,4.99
14.0400,414.088,2067.1274,4.992
14.0600,410.429,2048.0405,4.99
14.0800,413.234,2062.8643,4.992
14.1000,410.307,2047.4319,4.99
14.1200,412.625,2059.824,4.992
14.1400,409.453,2043.1704,4.99
14.1600,416.04,2077.7039,4.994
14.1800,410.307,2049.0732,4.994
14.2000,412.747,2058.782,4.988
14.2200,410.429,2049.6824,4.994
14.2400,411.527,2054.3428,4.992
14.2600,423.602,2113.7739,4.99
14.2800,432.14,2157.2429,4.992
14.3000,646.929,3225.5881,4.986
14.3200,729.625,3639.3694,4.988
14.3400,738.895,3688.564,4.992
14.3600,738.895,3687.0859,4.99
14.3800,722.307,3604.3118,4.99
14.4000,741.334,3702.2219,4.994
14.4200,717.184,3581.6169,4.994
14.4400,738.041,3682.8245,4.99
14.4600,728.527,3636.8066,4.992
14.4800,743.773,3714.4023,4.994
14.5000,731.577,3653.4956,4.994
14.5200,1018.45,5073.918,4.982
14.5400,1016.743,5073.5474,4.99
14.5600,1014.913,5060.3564,4.986
14.5800,1017.231,5078.0176,4.992
14.6000,1010.888,5046.353,4.992
14.6200,736.685,3689.3184,5.008
14.6400,735.222,3676.1099,5
14.6600,730.831,3649.77,4.994
14.6800,742.052,3704.3237,4.992
14.7000,734.49,3668.043,4.994
14.7200,730.831,3649.77,4.994
14.7400,723.757,3612.9951,4.992
14.7600,730.953,3650.3792,4.994
