Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
153.0000,412.837,2060.0566,4.99
153.2000,413.081,2062.9265,4.994
153.4000,414.789,2071.4563,4.994
153.6000,413.195,2062.6694,4.992
153.8000,415.032,2071.0098,4.99
154.0000,414.423,2068.7996,4.992
154.2000,412.715,2060.2732,4.992
154.4000,415.398,2073.667,4.992
154.6000,426.131,2126.3936,4.99
154.8000,439.425,2192.7305,4.99
155.0000,442.718,2210.9336,4.994
155.2000,439.669,2193.9482,4.99
155.4000,434.668,2169.8628,4.992
